Id,SalePrice
1001,57181.28050124459
1002,87349.88259290298
1003,264748.591758379
1004,195617.4997954829
1005,211974.04290396813
1006,118114.97495677887
1007,212951.40139353456
1008,80746.36743030278
1009,241211.03069829685
1010,125774.1425416169
1011,117923.35223645819
1012,105914.3355450726
1013,142130.78657810285
1014,121981.62173897479
1015,145055.51348663424
1016,217393.23223507777
1017,219453.96348384145
1018,227368.9687802376
1019,166332.64491872967
1020,213102.25599425426
1021,122907.2430323718
1022,198195.10452638206
1023,120309.32927838704
1024,211096.49221784913
1025,331977.75973125524
1026,119578.17810180518
1027,155232.8230228655
1028,270346.955074241
1029,125984.23091804222
1030,131223.63541717583
1031,130510.35880923562
1032,277942.47944259446
1033,295728.908786075
1034,256714.41442721034
1035,111329.59023666696
1036,55310.69131071109
1037,294508.2457385441
1038,273705.9112783807
1039,79568.90827581432
1040,65496.17313741156
1041,182856.47103881818
1042,171622.03735227988
1043,187763.2546651574
1044,256302.62909266946
1045,336973.65616995306
1046,98153.12529351216
1047,358872.6623814434
1048,139219.86143750002
1049,134758.36280231355
1050,60186.402160351776
1051,198190.0721668611
1052,199711.5946222325
1053,193458.96782580006
1054,160002.26196951384
1055,246988.6803028559
1056,188629.2222491601
1057,206257.1055082006
1058,210075.70872459782
1059,290375.00026035076
1060,192713.02389173757
1061,228325.4606869201
1062,117842.1803216245
1063,189225.7075008357
1064,160172.60973972137
1065,145355.22264074118
1066,248710.5319520795
1067,164001.15274623997
1068,168039.51120952776
1069,227067.53636207967
1070,125263.85118052398
1071,122329.17394759331
1072,162678.86859274533
1073,132341.88512537567
1074,155688.33749983547
1075,214871.69484594942
1076,185467.05287525576
1077,150447.3874138635
1078,127514.48127007688
1079,137193.8562754044
1080,118530.9702267047
1081,178936.11199527985
1082,123733.05488598556
1083,217277.49449935846
1084,169793.01504328623
1085,157825.3311494253
1086,153294.10719187174
1087,80746.36743030278
1088,267630.3818252725
1089,199081.01323838817
1090,220587.74968066136
1091,55128.20559694912
1092,166744.90550116147
1093,199244.66141388583
1094,156125.51152953936
1095,114941.83131663443
1096,179251.213169201
1097,123790.7594677262
1098,199713.95124328858
1099,97172.2690828607
1100,216396.52771499316
1101,-266.82482163168606
1102,113851.54759446971
1103,124994.11788661414
1104,153804.27376498617
1105,126389.34884853274
1106,300108.2480551091
1107,206051.03000754368
1108,209381.43488264747
1109,179674.89148093655
1110,291605.5971587684
1111,168108.8936711031
1112,210977.17618724296
1113,102196.85779562316
1114,116465.05788909763
1115,105828.82202205528
1116,284694.8532478855
1117,189985.07002176938
1118,120249.25006856624
1119,132448.77198146383
1120,121560.02405150892
1121,140101.399148955
1122,240522.47912428662
1123,85142.61394004824
1124,74222.7704272159
1125,166516.65078883243
1126,120393.92351364775
1127,229294.30909362587
1128,231737.93169554992
1129,206827.51258139103
1130,135235.82471867622
1131,170075.08491033426
1132,99550.71676238105
1133,194306.67821248499
1134,244838.20998186228
1135,174416.67267917487
1136,132312.55666721237
1137,152005.4733074849
1138,91537.01590743073
1139,216805.74811244576
1140,138729.11908149894
1141,144145.55027424483
1142,163630.66617791585
1143,326763.78040148923
1144,102627.31634671852
1145,79293.69939161086
1146,143017.4797541477
1147,177297.16968745773
1148,170765.94676986383
1149,145000.36099282472
1150,172799.6355566379
1151,134737.5952789908
1152,177458.19023471733
1153,203358.152110213
1154,127905.76602857164
1155,203797.97843641863
1156,174670.02186141151
1157,155434.66488170406
1158,207680.52852911846
1159,265588.71938627807
1160,190182.80618405156
1161,163577.64376873817
1162,218973.30116012803
1163,120249.25006856624
1164,129543.93762469222
1165,175591.35598447057
1166,225337.62162486266
1167,274179.7185529589
1168,180459.4065228646
1169,214280.81470013747
1170,417624.20997563965
1171,151741.46844209547
1172,173848.45236750034
1173,173450.06316189957
1174,225025.93648800888
1175,208886.0299833101
1176,320521.8984968028
1177,108961.94220865669
1178,138396.5706248615
1179,117613.09407760363
1180,75907.32527354738
1181,263908.8661935527
1182,253573.5537412776
1183,483067.45235886634
1184,154447.45010871903
1185,213670.53087313578
1186,124091.77471615854
1187,120109.57138696365
1188,269031.433969899
1189,195117.41112231032
1190,208052.5705141084
1191,203324.6597303038
1192,204219.42557206517
1193,127298.29835391042
1194,170138.65561437135
1195,138952.24305267393
1196,154673.0230039769
1197,216617.46251122112
1198,179767.8271523991
1199,195548.3580358273
1200,134876.9536848904
1201,85315.09223255227
1202,206161.74453733506
1203,127599.98988555287
1204,230383.38092090952
1205,137712.30561198894
1206,297598.0720839122
1207,108337.9533063962
1208,219108.65306084743
1209,146977.88388265576
1210,253270.33603173657
1211,191892.6253446453
1212,212680.50828798738
1213,66044.8532281993
1214,90079.9819301283
1215,115726.36075298017
1216,113030.7618896981
1217,165754.3781007081
1218,224227.56634976796
1219,41750.87982393542
1220,115317.39544572926
1221,110549.10586251659
1222,132016.72493024345
1223,183329.13447780028
1224,240666.76895203773
1225,178899.90396142425
1226,131658.80987094602
1227,200857.23238792596
1228,127508.40665730601
1229,307327.16189649643
1230,155799.0272238445
1231,225417.59521056153
1232,148604.3375131551
1233,89575.88102511424
1234,150861.8639487033
1235,145494.21945405632
1236,138173.3387005976
1237,190678.64518620202
1238,206284.57507616916
1239,164548.9581758383
1240,237264.9925912507
1241,203913.8683455307
1242,261241.10699535522
1243,185760.38936532976
1244,354689.751587649
1245,202422.06134535797
1246,180075.12116327847
1247,192887.9605509456
1248,175565.62954471464
1249,189693.64861495513
1250,112328.82542613713
1251,277232.229462203
1252,209935.73351979733
1253,106556.98769917263
1254,239899.18369414163
1255,186911.82686782122
1256,163661.0442036523
1257,294263.8065506735
1258,90182.63077096664
1259,174244.316912919
1260,155131.39223257793
1261,177111.37057835853
